year,month,circle,type_of_connection,service_provider,value,date
2018,October,All India,wireline,MTNL,3279208,10/1/2018
2018,November,All India,wireline,MTNL,3272830,11/1/2018
2018,December,All India,wireline,MTNL,3264752,12/1/2018
2019,January,All India,wireline,MTNL,3257850,1/1/2019
2019,February,All India,wireline,MTNL,3251908,2/1/2019
2019,March,All India,wireline,MTNL,3243640,3/1/2019
2019,April,All India,wireline,MTNL,3234283,4/1/2019
2019,May,All India,wireline,MTNL,3223798,5/1/2019
2019,June,All India,wireline,MTNL,3214336,6/1/2019
2019,July,All India,wireline,MTNL,3203527,7/1/2019
2019,August,All India,wireline,MTNL,3192315,8/1/2019
2019,September,All India,wireline,MTNL,3180246,9/1/2019
2019,October,All India,wireline,MTNL,3167728,10/1/2019
2019,November,All India,wireline,MTNL,3145649,11/1/2019
2019,December,All India,wireline,MTNL,3123023,12/1/2019
2020,January,All India,wireline,MTNL,3108422,1/1/2020
2020,February,All India,wireline,MTNL,3102432,2/1/2020
2020,March,All India,wireline,MTNL,3093800,3/1/2020
2020,April,All India,wireline,MTNL,3091789,4/1/2020
2020,May,All India,wireline,MTNL,3090099,5/1/2020
2020,June,All India,wireline,MTNL,3085995,6/1/2020
2020,July,All India,wireline,MTNL,3349263,7/1/2020
2020,August,All India,wireline,MTNL,3343182,8/1/2020
2020,September,All India,wireline,MTNL,3030866,9/1/2020
2020,October,All India,wireline,MTNL,3006059,10/1/2020
2020,November,All India,wireline,MTNL,2983368,11/1/2020
2020,December,All India,wireline,MTNL,2960091,12/1/2020
2021,January,All India,wireline,MTNL,2941546,1/1/2021
2021,February,All India,wireline,MTNL,2922744,2/1/2021
2021,March,All India,wireline,MTNL,2903589,3/1/2021
2021,April,All India,wireline,MTNL,2889421,4/1/2021
2021,May,All India,wireline,MTNL,2879063,5/1/2021
2021,June,All India,wireline,MTNL,2864183,6/1/2021
2021,July,All India,wireline,MTNL,2848413,7/1/2021
2021,August,All India,wireline,MTNL,2825629,8/1/2021
2021,September,All India,wireline,MTNL,2804314,9/1/2021
2021,October,All India,wireline,MTNL,2785640,10/1/2021
2021,November,All India,wireline,MTNL,2783812,11/1/2021
2021,December,All India,wireline,MTNL,2754589,12/1/2021
2022,January,All India,wireline,MTNL,2731114,1/1/2022
2022,February,All India,wireline,MTNL,2709214,2/1/2022
2022,March,All India,wireline,MTNL,2693638,3/1/2022
2022,April,All India,wireline,MTNL,2664677,4/1/2022
2022,May,All India,wireline,MTNL,2648082,5/1/2022
2022,June,All India,wireline,MTNL,2631534,6/1/2022
2022,July,All India,wireline,MTNL,2615365,7/1/2022
2022,August,All India,wireline,MTNL,2601970,8/1/2022
2022,September,All India,wireline,MTNL,2585186,9/1/2022
2022,October,All India,wireline,MTNL,2571502,10/1/2022
2022,November,All India,wireline,MTNL,2518758,11/1/2022
2022,December,All India,wireline,MTNL,2408590,12/1/2022
2023,January,All India,wireline,MTNL,2378733,1/1/2023
2023,February,All India,wireline,MTNL,2352162,2/1/2023
2023,March,All India,wireline,MTNL,2312553,3/1/2023
2023,April,All India,wireline,MTNL,2298819,4/1/2023
2024,January,All India,wireline,MTNL,2207151,1/1/2024
2024,February,All India,wireline,MTNL,2191042,2/1/2024
2024,March,All India,wireline,MTNL,2177547,3/1/2024
2024,April,All India,wireline,MTNL,2162691,4/1/2024
2024,May,All India,wireline,MTNL,2152232,5/1/2024
2024,June,All India,wireline,MTNL,2146014,6/1/2024
2024,July,All India,wireline,MTNL,2089560,7/1/2024
2024,August,All India,wireline,MTNL,2078633,8/1/2024
2024,September,All India,wireline,MTNL,2072940,9/1/2024
2024,October,All India,wireline,MTNL,2064148,10/1/2024
2024,November,All India,wireline,MTNL,2054160,11/1/2024
2024,December,All India,wireline,MTNL,2040106,12/1/2024
2025,January,All India,wireline,MTNL,2030202,1/1/2025
2025,February,All India,wireline,MTNL,2020117,2/1/2025
2025,March,All India,wireline,MTNL,2009581,3/1/2025
2025,April,All India,wireline,MTNL,2002135,4/1/2025
2009,January,Delhi,wireline,MTNL,1521219,1/1/2009
2009,February,Delhi,wireline,MTNL,1523428,2/1/2009
2009,March,Delhi,wireline,MTNL,1525981,3/1/2009
2009,April,Delhi,wireline,MTNL,1528684,4/1/2009
2009,May,Delhi,wireline,MTNL,1529078,5/1/2009
2009,June,Delhi,wireline,MTNL,1530853,6/1/2009
2009,July,Delhi,wireline,MTNL,1531586,7/1/2009
2009,August,Delhi,wireline,MTNL,1533206,8/1/2009
2009,September,Delhi,wireline,MTNL,1535106,9/1/2009
2009,October,Delhi,wireline,MTNL,1536709,10/1/2009
2009,November,Delhi,wireline,MTNL,1535668,11/1/2009
2009,December,Delhi,wireline,MTNL,1536072,12/1/2009
2010,January,Delhi,wireline,MTNL,1536329,1/1/2010
2010,February,Delhi,wireline,MTNL,1536329,2/1/2010
2010,March,Delhi,wireline,MTNL,1537460,3/1/2010
2010,April,Delhi,wireline,MTNL,1538037,4/1/2010
2010,May,Delhi,wireline,MTNL,1538809,5/1/2010
2010,June,Delhi,wireline,MTNL,1541286,6/1/2010
2010,July,Delhi,wireline,MTNL,1542350,7/1/2010
2010,August,Delhi,wireline,MTNL,1543543,8/1/2010
2010,September,Delhi,wireline,MTNL,1546202,9/1/2010
2010,October,Delhi,wireline,MTNL,1545429,10/1/2010
2010,November,Delhi,wireline,MTNL,1545228,11/1/2010
2010,December,Delhi,wireline,MTNL,1546758,12/1/2010
2011,January,Delhi,wireline,MTNL,1545252,1/1/2011
2011,February,Delhi,wireline,MTNL,1544531,2/1/2011
2011,March,Delhi,wireline,MTNL,1546432,3/1/2011
2011,April,Delhi,wireline,MTNL,1545736,4/1/2011
2011,May,Delhi,wireline,MTNL,1537268,5/1/2011
2011,June,Delhi,wireline,MTNL,1538695,6/1/2011
2011,July,Delhi,wireline,MTNL,1541484,7/1/2011
2011,August,Delhi,wireline,MTNL,1545269,8/1/2011
2011,September,Delhi,wireline,MTNL,1547440,9/1/2011
2011,October,Delhi,wireline,MTNL,1550362,10/1/2011
2011,November,Delhi,wireline,MTNL,1550362,11/1/2011
2011,December,Delhi,wireline,MTNL,1554281,12/1/2011
2012,January,Delhi,wireline,MTNL,1556643,1/1/2012
2012,February,Delhi,wireline,MTNL,1559242,2/1/2012
2012,March,Delhi,wireline,MTNL,1563034,3/1/2012
2012,April,Delhi,wireline,MTNL,1565146,4/1/2012
2012,May,Delhi,wireline,MTNL,1567777,5/1/2012
2012,June,Delhi,wireline,MTNL,1570461,6/1/2012
2012,July,Delhi,wireline,MTNL,1573147,7/1/2012
2012,August,Delhi,wireline,MTNL,1576025,8/1/2012
2012,September,Delhi,wireline,MTNL,1578914,9/1/2012
2012,October,Delhi,wireline,MTNL,1580868,10/1/2012
2012,November,Delhi,wireline,MTNL,1581934,11/1/2012
2012,December,Delhi,wireline,MTNL,1584555,12/1/2012
2013,January,Delhi,wireline,MTNL,1586226,1/1/2013
2013,February,Delhi,wireline,MTNL,1589719,2/1/2013
2013,March,Delhi,wireline,MTNL,1593551,3/1/2013
2013,April,Delhi,wireline,MTNL,1596176,4/1/2013
2013,May,Delhi,wireline,MTNL,1598157,5/1/2013
2013,June,Delhi,wireline,MTNL,1599376,6/1/2013
2013,July,Delhi,wireline,MTNL,1599719,7/1/2013
2013,August,Delhi,wireline,MTNL,1597453,8/1/2013
2013,September,Delhi,wireline,MTNL,1598794,9/1/2013
2013,October,Delhi,wireline,MTNL,1600634,10/1/2013
2013,November,Delhi,wireline,MTNL,1601967,11/1/2013
2013,December,Delhi,wireline,MTNL,1602073,12/1/2013
2014,January,Delhi,wireline,MTNL,1601560,1/1/2014
2014,February,Delhi,wireline,MTNL,1600496,2/1/2014
2014,March,Delhi,wireline,MTNL,1601739,3/1/2014
2014,April,Delhi,wireline,MTNL,1602063,4/1/2014
2014,May,Delhi,wireline,MTNL,1602463,5/1/2014
2014,June,Delhi,wireline,MTNL,1602887,6/1/2014
2014,July,Delhi,wireline,MTNL,1603141,7/1/2014
2014,August,Delhi,wireline,MTNL,1602785,8/1/2014
2014,September,Delhi,wireline,MTNL,1603251,9/1/2014
2014,October,Delhi,wireline,MTNL,1604091,10/1/2014
2014,November,Delhi,wireline,MTNL,1604326,11/1/2014
2014,December,Delhi,wireline,MTNL,1605117,12/1/2014
2015,January,Delhi,wireline,MTNL,1605882,1/1/2015
2015,February,Delhi,wireline,MTNL,1606789,2/1/2015
2015,March,Delhi,wireline,MTNL,1609278,3/1/2015
2015,April,Delhi,wireline,MTNL,1609505,4/1/2015
2015,May,Delhi,wireline,MTNL,1610005,5/1/2015
2015,June,Delhi,wireline,MTNL,1610184,6/1/2015
2015,July,Delhi,wireline,MTNL,1611378,7/1/2015
2015,August,Delhi,wireline,MTNL,1611869,8/1/2015
2015,September,Delhi,wireline,MTNL,1612687,9/1/2015
2015,October,Delhi,wireline,MTNL,1611580,10/1/2015
2015,November,Delhi,wireline,MTNL,1611554,11/1/2015
2015,December,Delhi,wireline,MTNL,1613063,12/1/2015
2016,January,Delhi,wireline,MTNL,1614094,1/1/2016
2016,February,Delhi,wireline,MTNL,1615252,2/1/2016
2016,March,Delhi,wireline,MTNL,1615433,3/1/2016
2016,April,Delhi,wireline,MTNL,1615829,4/1/2016
2016,May,Delhi,wireline,MTNL,1615626,5/1/2016
2016,June,Delhi,wireline,MTNL,1615253,6/1/2016
2016,July,Delhi,wireline,MTNL,1613927,7/1/2016
2016,August,Delhi,wireline,MTNL,1612396,8/1/2016
2016,September,Delhi,wireline,MTNL,1612218,9/1/2016
2016,October,Delhi,wireline,MTNL,1611391,10/1/2016
2016,November,Delhi,wireline,MTNL,1609660,11/1/2016
2016,December,Delhi,wireline,MTNL,1608461,12/1/2016
2017,January,Delhi,wireline,MTNL,1606732,1/1/2017
2017,February,Delhi,wireline,MTNL,1604299,2/1/2017
2017,March,Delhi,wireline,MTNL,1601487,3/1/2017
2017,April,Delhi,wireline,MTNL,1598164,4/1/2017
2017,May,Delhi,wireline,MTNL,1592760,5/1/2017
2017,June,Delhi,wireline,MTNL,1586330,6/1/2017
2017,July,Delhi,wireline,MTNL,1581292,7/1/2017
2017,August,Delhi,wireline,MTNL,1574759,8/1/2017
2017,September,Delhi,wireline,MTNL,1570235,9/1/2017
2017,October,Delhi,wireline,MTNL,1566316,10/1/2017
2017,November,Delhi,wireline,MTNL,1561699,11/1/2017
2017,December,Delhi,wireline,MTNL,1555478,12/1/2017
2018,January,Delhi,wireline,MTNL,1549194,1/1/2018
2018,February,Delhi,wireline,MTNL,1544304,2/1/2018
2018,March,Delhi,wireline,MTNL,1538377,3/1/2018
2018,April,Delhi,wireline,MTNL,1527618,4/1/2018
2018,May,Delhi,wireline,MTNL,1523297,5/1/2018
2018,June,Delhi,wireline,MTNL,1519100,6/1/2018
2018,July,Delhi,wireline,MTNL,1514317,7/1/2018
2018,August,Delhi,wireline,MTNL,1508597,8/1/2018
2018,September,Delhi,wireline,MTNL,1503186,9/1/2018
2018,October,Delhi,wireline,MTNL,1498491,10/1/2018
2018,November,Delhi,wireline,MTNL,1495038,11/1/2018
2018,December,Delhi,wireline,MTNL,1490886,12/1/2018
2019,January,Delhi,wireline,MTNL,1488195,1/1/2019
2019,February,Delhi,wireline,MTNL,1485383,2/1/2019
2019,March,Delhi,wireline,MTNL,1481900,3/1/2019
2019,April,Delhi,wireline,MTNL,1477034,4/1/2019
2019,May,Delhi,wireline,MTNL,1471685,5/1/2019
2019,June,Delhi,wireline,MTNL,1466619,6/1/2019
2019,July,Delhi,wireline,MTNL,1461217,7/1/2019
2019,August,Delhi,wireline,MTNL,1456036,8/1/2019
2019,September,Delhi,wireline,MTNL,1449474,9/1/2019
2019,October,Delhi,wireline,MTNL,1442500,10/1/2019
2019,November,Delhi,wireline,MTNL,1427369,11/1/2019
2019,December,Delhi,wireline,MTNL,1410426,12/1/2019
2020,January,Delhi,wireline,MTNL,1401938,1/1/2020
2020,February,Delhi,wireline,MTNL,1398989,2/1/2020
2020,March,Delhi,wireline,MTNL,1395358,3/1/2020
2020,April,Delhi,wireline,MTNL,1394251,4/1/2020
2020,May,Delhi,wireline,MTNL,1393468,5/1/2020
2020,June,Delhi,wireline,MTNL,1391811,6/1/2020
2020,July,Delhi,wireline,MTNL,2176588,7/1/2020
2020,August,Delhi,wireline,MTNL,2174737,8/1/2020
2020,September,Delhi,wireline,MTNL,1361213,9/1/2020
2020,October,Delhi,wireline,MTNL,1352768,10/1/2020
2020,November,Delhi,wireline,MTNL,1344543,11/1/2020
2020,December,Delhi,wireline,MTNL,1337088,12/1/2020
2021,January,Delhi,wireline,MTNL,1330306,1/1/2021
2021,February,Delhi,wireline,MTNL,1323967,2/1/2021
2021,March,Delhi,wireline,MTNL,1319143,3/1/2021
2021,April,Delhi,wireline,MTNL,1316203,4/1/2021
2021,May,Delhi,wireline,MTNL,1314010,5/1/2021
2021,June,Delhi,wireline,MTNL,1311468,6/1/2021
2021,July,Delhi,wireline,MTNL,1307975,7/1/2021
2021,August,Delhi,wireline,MTNL,1304742,8/1/2021
2021,September,Delhi,wireline,MTNL,1300197,9/1/2021
2021,October,Delhi,wireline,MTNL,1297343,10/1/2021
2021,November,Delhi,wireline,MTNL,1295076,11/1/2021
2021,December,Delhi,wireline,MTNL,1292016,12/1/2021
2022,January,Delhi,wireline,MTNL,1289714,1/1/2022
2022,February,Delhi,wireline,MTNL,1287403,2/1/2022
2022,March,Delhi,wireline,MTNL,1284568,3/1/2022
2022,April,Delhi,wireline,MTNL,1269756,4/1/2022
2022,May,Delhi,wireline,MTNL,1264251,5/1/2022
2022,June,Delhi,wireline,MTNL,1261711,6/1/2022
2022,July,Delhi,wireline,MTNL,1259702,7/1/2022
2022,August,Delhi,wireline,MTNL,1255347,8/1/2022
2022,September,Delhi,wireline,MTNL,1249661,9/1/2022
2022,October,Delhi,wireline,MTNL,1244785,10/1/2022
2022,November,Delhi,wireline,MTNL,1200701,11/1/2022
2022,December,Delhi,wireline,MTNL,1097894,12/1/2022
2023,January,Delhi,wireline,MTNL,1077185,1/1/2023
2023,February,Delhi,wireline,MTNL,1057704,2/1/2023
2023,March,Delhi,wireline,MTNL,1025773,3/1/2023
2023,April,Delhi,wireline,MTNL,1018876,4/1/2023
2024,January,Delhi,wireline,MTNL,995228,1/1/2024
2024,February,Delhi,wireline,MTNL,992455,2/1/2024
2024,March,Delhi,wireline,MTNL,991228,3/1/2024
2024,April,Delhi,wireline,MTNL,989708,4/1/2024
2024,May,Delhi,wireline,MTNL,986617,5/1/2024
2024,June,Delhi,wireline,MTNL,984974,6/1/2024
2024,July,Delhi,wireline,MTNL,983492,7/1/2024
2024,August,Delhi,wireline,MTNL,980472,8/1/2024
2024,September,Delhi,wireline,MTNL,978856,9/1/2024
2024,October,Delhi,wireline,MTNL,976288,10/1/2024
2024,November,Delhi,wireline,MTNL,975072,11/1/2024
2024,December,Delhi,wireline,MTNL,973617,12/1/2024
2025,January,Delhi,wireline,MTNL,972895,1/1/2025
2025,February,Delhi,wireline,MTNL,968648,2/1/2025
2025,March,Delhi,wireline,MTNL,965361,3/1/2025
2025,April,Delhi,wireline,MTNL,964726,4/1/2025
2009,January,Mumbai,wireline,MTNL,2002125,1/1/2009
2009,February,Mumbai,wireline,MTNL,1990721,2/1/2009
2009,March,Mumbai,wireline,MTNL,2047225,3/1/2009
2009,April,Mumbai,wireline,MTNL,2047225,4/1/2009
2009,May,Mumbai,wireline,MTNL,2030027,5/1/2009
2009,June,Mumbai,wireline,MTNL,2019254,6/1/2009
2009,July,Mumbai,wireline,MTNL,2010340,7/1/2009
2009,August,Mumbai,wireline,MTNL,1986094,8/1/2009
2009,September,Mumbai,wireline,MTNL,1979348,9/1/2009
2009,October,Mumbai,wireline,MTNL,1972352,10/1/2009
2009,November,Mumbai,wireline,MTNL,1961416,11/1/2009
2009,December,Mumbai,wireline,MTNL,1955172,12/1/2009
2010,January,Mumbai,wireline,MTNL,1950408,1/1/2010
2010,February,Mumbai,wireline,MTNL,1945946,2/1/2010
2010,March,Mumbai,wireline,MTNL,1959294,3/1/2010
2010,April,Mumbai,wireline,MTNL,1950309,4/1/2010
2010,May,Mumbai,wireline,MTNL,1945448,5/1/2010
2010,June,Mumbai,wireline,MTNL,1943892,6/1/2010
2010,July,Mumbai,wireline,MTNL,1934068,7/1/2010
2010,August,Mumbai,wireline,MTNL,1930846,8/1/2010
2010,September,Mumbai,wireline,MTNL,1928340,9/1/2010
2010,October,Mumbai,wireline,MTNL,1926009,10/1/2010
2010,November,Mumbai,wireline,MTNL,1924863,11/1/2010
2010,December,Mumbai,wireline,MTNL,1920303,12/1/2010
2011,January,Mumbai,wireline,MTNL,1917636,1/1/2011
2011,February,Mumbai,wireline,MTNL,1913868,2/1/2011
2011,March,Mumbai,wireline,MTNL,1917537,3/1/2011
2011,April,Mumbai,wireline,MTNL,1913549,4/1/2011
2011,May,Mumbai,wireline,MTNL,1908747,5/1/2011
2011,June,Mumbai,wireline,MTNL,1904681,6/1/2011
2011,July,Mumbai,wireline,MTNL,1903007,7/1/2011
2011,August,Mumbai,wireline,MTNL,1900947,8/1/2011
2011,September,Mumbai,wireline,MTNL,1897801,9/1/2011
2011,October,Mumbai,wireline,MTNL,1896837,10/1/2011
2011,November,Mumbai,wireline,MTNL,1898676,11/1/2011
2011,December,Mumbai,wireline,MTNL,1899485,12/1/2011
2012,January,Mumbai,wireline,MTNL,1899470,1/1/2012
2012,February,Mumbai,wireline,MTNL,1896006,2/1/2012
2012,March,Mumbai,wireline,MTNL,1894695,3/1/2012
2012,April,Mumbai,wireline,MTNL,1892163,4/1/2012
2012,May,Mumbai,wireline,MTNL,1886543,5/1/2012
2012,June,Mumbai,wireline,MTNL,1883732,6/1/2012
2012,July,Mumbai,wireline,MTNL,1880966,7/1/2012
2012,August,Mumbai,wireline,MTNL,1877493,8/1/2012
2012,September,Mumbai,wireline,MTNL,1874897,9/1/2012
2012,October,Mumbai,wireline,MTNL,1873267,10/1/2012
2012,November,Mumbai,wireline,MTNL,1871920,11/1/2012
2012,December,Mumbai,wireline,MTNL,1870948,12/1/2012
2013,January,Mumbai,wireline,MTNL,1869325,1/1/2013
2013,February,Mumbai,wireline,MTNL,1867166,2/1/2013
2013,March,Mumbai,wireline,MTNL,1866498,3/1/2013
2013,April,Mumbai,wireline,MTNL,1955308,4/1/2013
2013,May,Mumbai,wireline,MTNL,1953501,5/1/2013
2013,June,Mumbai,wireline,MTNL,1950514,6/1/2013
2013,July,Mumbai,wireline,MTNL,1948627,7/1/2013
2013,August,Mumbai,wireline,MTNL,1945941,8/1/2013
2013,September,Mumbai,wireline,MTNL,1944053,9/1/2013
2013,October,Mumbai,wireline,MTNL,1942759,10/1/2013
2013,November,Mumbai,wireline,MTNL,1938483,11/1/2013
2013,December,Mumbai,wireline,MTNL,1937858,12/1/2013
2014,January,Mumbai,wireline,MTNL,1936424,1/1/2014
2014,February,Mumbai,wireline,MTNL,1933779,2/1/2014
2014,March,Mumbai,wireline,MTNL,1927013,3/1/2014
2014,April,Mumbai,wireline,MTNL,1935190,4/1/2014
2014,May,Mumbai,wireline,MTNL,1930198,5/1/2014
2014,June,Mumbai,wireline,MTNL,1926005,6/1/2014
2014,July,Mumbai,wireline,MTNL,1919917,7/1/2014
2014,August,Mumbai,wireline,MTNL,1929732,8/1/2014
2014,September,Mumbai,wireline,MTNL,1926912,9/1/2014
2014,October,Mumbai,wireline,MTNL,1923545,10/1/2014
2014,November,Mumbai,wireline,MTNL,1920388,11/1/2014
2014,December,Mumbai,wireline,MTNL,1916447,12/1/2014
2015,January,Mumbai,wireline,MTNL,1914951,1/1/2015
2015,February,Mumbai,wireline,MTNL,1913920,2/1/2015
2015,March,Mumbai,wireline,MTNL,1942393,3/1/2015
2015,April,Mumbai,wireline,MTNL,1936686,4/1/2015
2015,May,Mumbai,wireline,MTNL,1930439,5/1/2015
2015,June,Mumbai,wireline,MTNL,1925433,6/1/2015
2015,July,Mumbai,wireline,MTNL,1921897,7/1/2015
2015,August,Mumbai,wireline,MTNL,1919223,8/1/2015
2015,September,Mumbai,wireline,MTNL,1917185,9/1/2015
2015,October,Mumbai,wireline,MTNL,1913528,10/1/2015
2015,November,Mumbai,wireline,MTNL,1909137,11/1/2015
2015,December,Mumbai,wireline,MTNL,1904731,12/1/2015
2016,January,Mumbai,wireline,MTNL,1898592,1/1/2016
2016,February,Mumbai,wireline,MTNL,1893005,2/1/2016
2016,March,Mumbai,wireline,MTNL,1888655,3/1/2016
2016,April,Mumbai,wireline,MTNL,1879410,4/1/2016
2016,May,Mumbai,wireline,MTNL,1873297,5/1/2016
2016,June,Mumbai,wireline,MTNL,1868635,6/1/2016
2016,July,Mumbai,wireline,MTNL,1861967,7/1/2016
2016,August,Mumbai,wireline,MTNL,1854881,8/1/2016
2016,September,Mumbai,wireline,MTNL,1848292,9/1/2016
2016,October,Mumbai,wireline,MTNL,1874426,10/1/2016
2016,November,Mumbai,wireline,MTNL,1872488,11/1/2016
2016,December,Mumbai,wireline,MTNL,1869600,12/1/2016
2017,January,Mumbai,wireline,MTNL,1866977,1/1/2017
2017,February,Mumbai,wireline,MTNL,1864844,2/1/2017
2017,March,Mumbai,wireline,MTNL,1860887,3/1/2017
